en-CA,fr-CA
Pumpkin Seeds Packet,Quart hamburger (sans fromage)
Pumpkin Spice Latte (2% Milk),Quart livre (sans fromage)
Qtr Hamb & Side Deal,Quarter livre avec fromage
Quarter Pounder,Racinette Barq's
Quarter Pounder BLT,Raisins et canneberges
Quarter Pounder BLT Extra Value Meal,Ranch classique
Quarter Pounder Cheese,Réchauffé
Quarter Pounder cheese & Side deal,Regular Pour
Quarter Pounder Chs & Side deal,Régulière
Quarter Pounder Extra Value Meal,Remp laitue
Quarter Pounder with Cheese,Remp oig rec
Quarter Pounder With Cheese,Remp oig rou
Quarter Pounder with Cheese Extra Value Meal,Remplacer boisson à l’avoine
Quarter Pounder without Cheese,Remplacer par boisson à l’avoine
Quarter Pounder without Cheese Extra Value Meal,Remplacer par boisson d'amande
Rainbow Sprinkle Cookie,Remplacer par lait
Raisins & Cranberries,Remplacer par le petit pain à ordinaire
Ranch Chicken Snack Wrap,Remplacer par pain à ordinaire
Ranch Chicken Snack Wrap with Crispy Chicken,Remplacer par sauce chili doux
Ranch Chicken Snack Wrap with Grilled Chicken,Remplacer par sauce épicée ave
Ranch Chicken Snack Wrap® with Crispy Chicken,Remplacer par sauce épicée avec habanero
Ranch Chicken Snack Wrap® with Grilled Chicken,Remplacer par sauce Lime coria
Ranch Crispy Snack Wrap,Remplacer par sauce Lime coriandre
Ranch Grilled Snack Wrap,Remplacer par sauce mayonnaise
Ranch Sauce,Remplir
Ranch Snack Wrap w/ Crispy Chicken McValue Meal,Renouvellem
Ranch Snack Wrap w/ Grilled Chicken McValue Meal,Répartis Sur
Ranch Snack Wrap® w/ Crispy Chicken McValue Meal,Repas Bâtons LNH
Ranch Snack Wrap® w/ Grilled Chicken McValue Meal,Repas familial
Raspberry Pomegranate Syrup,Repas Joyeux festin
Raspberry Pomegranate Syrup,Repas quatre
Red Packet,Retour JF boisson PST
Red Skin Potato Salad,Retour trio boisson PST
Reese's Pieces,Root Beer Syrup
Refill,Rôties pain blanc
Refill Tea,Rôties pain blé entier
Reg Chicken Nacho Poutine with Crispy Chicken,Rôties pain brun
Reg Chicken Nacho Poutine with Grilled Chicken,Sac
Reg Crm Chs,Sac séparé
Regular,Sac(s)
Regular Bagel,Sac(s)
Regular Cadbury Crème Egg McFlurry,Sach à côté
Regular Caramel Cheesecake McFlurry,Sach sauce style mayo
Regular CC,Sachet à côté
Regular Chocolate Cheesecake McFlurry,Sachet canneberges
Regular Cream Cheese,Sachet de graines de citrouille
Regular Oreo Cheesecake McFlurry,Sachet de sauce de style mayonnaise
Regular Oreo McFlurry,Sachet de Splenda
Regular Pour,Sachet de sucre
Regular Salted Caramel McFlurry,Sachet graines de citrouille
Regular Skor McFlurry,Sachet sel
Regular Smarties McFlurry,Sachets de thé chai éclat
Regular Spicy Buffalo Crispy Poutine,Sachets de thé earl grey suppl
Regular Spicy Buffalo Grilled Poutine,Sachets de thé earl grey supplémentaires
Returnable Cold Cup,Sachets de thé menthe supplém
Returnable Hot Cup,Sachets de thé orange pekoe su
Rink Holiday Mug,Sachets de thé orange pekoe supplémentaires
RMHC Canada Donation $3,Sachets de thé vert supplément
RMHC Canada Donation $5,Sachets de thé vert supplémentaires
RMHC Coupon Book,Sachets ketchup
Roaring Black Tea,Salade asiatique
Ronald McDonald House Donation,Salade aux 3 grains au sésame
Root Beer Syrup,Salade aux 3 grains au sésame et au gingembre
Rotisserie Sauce,Salade aux pommes de terre rouges
Round Egg,Salade d'Entrée
S  Hot Choc ***,Salade d’épinards (carottes/gr. tournesol/canneb.)
S Apple Juice,Salade de couscous
S Cappuccino ***,Salade de haricots noirs
S Cappuccino Syrup ***,Salade de pois chiches et d'ed
S Caramel Choc Latte ***,Salade de pois chiches et d'edamames
S Caramel Choc Mocha ***,Salade de taboulé
S Caramel Latte ***,Salade du jardin (pommes et noix)
S Chai Latte ***,Salade fusion asiatique au sésame
S Choc Chip Lat ***,Salade grecque aux pâtes et au feta
S Crème Brûlée Latte ***,Salade pad thaï
S Green Tea,Salade teriyaki ***
S Green Tea L,Salade-repas César
S Hot Choc  ***,Salade-repas grecque
S Hot Choc ***,Salade-repas récolte
S Hot Choc Mint ***,Salades-repas
S Hot Chocolate ***,Salé sirop au caramel
S Hot Water,Salsa
S Hot Wht Choc ***,Sand. McMuffin ou McCrêpes au
S Ice Latte ***,Sand. McMuffin ou McCrêpes au poulet
S Iced Matcha Latte ***,sandwich
S Lat Brûlée ***,Sandwich
S Lat Caramel ***,Sandwich Au Bagel
S Lat Chc Chp ***,Sandwich au fromage fondant
S Lat Cml Choc ***,Sandwich au poulet grillé
S Lat M. Caramel ***,Sandwich au poulet grillé de l
S Lat M. Caramel***,Sandwich au poulet grillé de luxe avec bacon
S Lat M. Crml ***,Sandwich épicé au poulet grill
S Lat Pump ***,Sandwich épicé au poulet grillé
S Lat Pumpkin Crml ***,Sandwich épicé au poulet grillé de luxe avec bacon
S Lat SF ***,Sandwich et M Boisso
S Latte ***,"Sandwich et M Boisson pour X,XX$"
S Latte Cml Choc ***,Sandwich junior au poulet
S Latte Pumpkin ***,Sandwich MacPoulet
S Latte Syrup ***,sandwich McMuffin
S Lndn Fog Latte ***,Sandwich Mcmuffin
S Matcha Latte ***,Sandwich petit déjeuner
S Mint Latte ***,Sandwich Petit Déjeuner
S Mint Latte L ***,"Sandwich pour X,XX$"
S Mint Latte R ***,Sandwichs Bistro
S Mocha ***,Sandwichs bistro
S Mocha Cml Choc ***,Sandwichs café
S Mocha Mint ***,Sandwichs McCrêpes
S Mocha Wht Choc ***,Sandwichs McMuffin
S Orange Juice,Sandwichs McWrap
S SF Latte ***,Sandwichs Wrap-éclair
S Sugar Free Latte ***,Sandwichs-matin
S Van Latte ***,Sans confiture
S Water,Sans crème fouettée
SA Cappuccino ***,Sans glace
SA Cappuccino Syrup ***,Sans jouet
Sa Caramel Choc Latte ***,Sans paille
SA Caramel Choc Latte ***,Sans pâté
SA Caramel Choc Mocha ***,Sans sachets ketchup
SA Hot Choc Mint ***,Sans sauce
SA Hot Chocolate ***,Sans Sauce
SA Lat Caramel ***,Sans sauce à bouchées de froma
SA Lat Cml Choc  ***,Sans sauce à bouchées de fromage
SA Lat Cml Choc ***,Sans sauce aioli
SA Lat M. Caramel ***,Sans sauce tartare
SA Lat M. Caramel***,Sans sirop
SA Lat Pump ***,Sans ustensiles
SA Lat Pumpkin Crml ***,Sans vinaigrette
Sa Lat SF ***,Sauc McCrêpes
Sa Latte ***,Sauc McMuf oeuf
Sa Latte Cml Choc ***,Sauc McMuffin
SA Latte Pumpkin ***,Sauce
SA Latte Syrup ***,Sauce 3 from
SA Latte Van,Sauce 3 fromage
SA Latte Vanilla,Sauce à Big Mac
SA Mocha ***,Sauce à l’ail style Frank’s Re
SA Mocha Cml Choc ***,Sauce à l’ail style Frank’s RedHot
SA Mocha Mint ***,Sauce à la fumée de bois de po
Sa SF Latte ***,Sauce à la fumée de bois de pommier
Sa Van Latte ***,Sauce à la thaïe
Salad Dressing,Sauce aigre-douce
Salad Dressings,Sauce aioli
Salad Meat,Sauce au fromage nacho
Salad Mix,Sauce au miel
Salsa,Sauce au scotch bonnet
Salsa Packet,Sauce aux canneberges
Salt,Sauce aux féta et aux olives
Salt Packet,Sauce aux fines herbes italien
Salted Caramel Crunch Topping,Sauce aux fines herbes italienne
Salted Caramel McFlurry,Sauce barbecue
Salted Caramel Syrup,Sauce barbecue Caroline
Sample,Sauce barbecue fumée
Sandwich,Sauce BBQ
Sandwich & Med Drink Offer,Sauce Buffalo
Sans sauce à bouchées de froma,Sauce César
Sans sauce à bouchées de fromage,Sauce chili doux
Sau Egg Bagel,Sauce chipotle crémeuse
Sau Egg Bagl VM,Sauce crém. tomate
Sauce,Sauce crém. Tomate
Sausage 'n Egg McMuffin,Sauce de style hollandaise
Sausage 'N Egg McMuffin,Sauce épaisse originale Frank’
Sausage 'N Egg McMuffin Extra Value Meal,Sauce épaisse originale Frank’s RedHot®
Sausage 'n' Egg McMuffin,Sauce épice crémeaux
Sausage 'n' Egg McMuffin Extra Value Meal,Sauce épicée avec habanero
Sausage Egg McMuffin,Sauce féta méditerranéenne
Sausage McGriddle,Sauce fromage
Sausage McGriddle Extra Value Meal,Sauce fromage suisse
Sausage McGriddles,Sauce fromagée
Sausage McGriddles McValue Meal,Sauce Lime coriandre
Sausage McMuffin,Sauce mayonnaise
Sausage McMuffin & Hash Brown,Sauce McCroq
Sausage McMuffin & Hash Brown Deal,Sauce McCroquettes
Sausage McMuffin Extra Value Meal,Sauce Mediterran
Sausage McMuffin McValue Meal,Sauce Mediterranean
Sausage Patty,Sauce miel épicé Frank’s RedHo
"Sausage, Bacon & Egg Breakfast Wrap",Sauce miel épicé Frank’s RedHot
"Sausage, Bacon & Egg Breakfast Wrap Extra Value Meal",Sauce moutarde forte
"Sausage, Bacon & Egg Wrap",Sauce poutine
"Sausage, Egg & Cheese McGridde",Sauce Ranch
"Sausage, Egg & Cheese McGriddl",Sauce style rôtisserie
"Sausage, Egg & Cheese McGriddles",Sauce tartare
"Sausage, Egg & Cheese McGriddles Extra Value Meal",Sauce-matin
Sausge Egg McMuffin & Hash Brown Deal,Sauces à McCroquettes
Sausge Egg McMuffin & HB,Saucisse McCrêpes
Scotch Bonnet Sauce,Saucisse McCrêpes avec œuf
Seasoning,Saucisse McMuffin
Select Coffee,Saucisse McMuffin avec œuf
Select Fries,Saucisse McMuffin Oeuf
Select Happy Meal,Saucisse McMuffin œuf et sauce
Select Happy Meal Drink,Saucisse McMuffin œuf et sauce ail style Frank’s
Select HM Side,Sel
Select Lunch Side,Sélection de sac
Select Sandwich,Serviettes
Select Small Brewed Coffee,Sésame bagel
Senior,Simply Limonade avec framboise
Senior Drink,Sirop
Senior Earl Grey Tea,Sirop à crêpes
Senior Green Tea,Sirop à la fraise et au fruit
Senior Hot Chocolate,Sirop à la fraise et au fruit de la passion
Senior Orange Pekoe Tea,Sirop à la framb bleue
Senior Peppermint Tea,Sirop à la pêche et à la mangu
Senior's Earl Grey Tea,Sirop à la pêche et à la mangue
Senior's Green Tea,Sirop à la vanille
Senior's Orange Pekoe Tea,Sirop à la vanille française
Senior's Peppermint Tea,Sirop au caramel
Separate Bags,Sirop au chocolat
Served,Sirop fondant
Service Fee,Sirop Framboise et Grenade
Sesame and Poppy Seed Bun,Sirop Framboise et Grenade
Sesame Bacon 'N Egg Bagel,Sirop melon lime
Sesame Bacon 'N Egg Bagel Extra Value Meal,Sirop sans sucre
Sesame Bagel,Skor
Sesame Bagel w/ Reg CC Product,SKOR
Sesame Bagel w/ Reg Cream Cheese McValue Meal,Small Cup
Sesame Bagel w/ Regular CC,Smoothie
Sesame Bagel w/ Regular Cream,Smoothie fraises-banane
Sesame Bagel w/ Regular Cream Cheese,Smoothie grenade-bleuets
Sesame Bagel w/ Regular Cream Cheese Product,Smoothie mangue-ananas
Sesame Bagel with Regular Cream Cheese,Smoothies et frappes
Sesame Bagl w/ Spreads,Smoothies et Frappés
Sesame Bagl w/ Spreads ***,Smoothies et Frappés glacés
Sesame BLT Bagel,Soutenir CapitalCare Norwood
Sesame BLT Bagel EVM,Splash fraîcheur au citron
Sesame BLT Bagel Extra Value Meal,Splash fraîcheur au melon d’eau et à la lime
Sesame Egg BLT Bagel,Splenda
Sesame Egg BLT Bagel Extra Value Meal,Sprite
Sesame Sausage 'N Egg Bagel,Sprite à la framboise bleue avec mousse froide
Sesame Sausage 'N Egg Bagel Extra Value Meal,Sprite Crème à l'orange avec mousse froide
Sesame Seed Split Bun,Sprite nocturne
Seseme Bagel Happy Meal,Sprite Syrup
Sesm Bgl w/ Sprd VM ***,Sub bac dos
Shamrock Shake,Sub fr MoJac
Share Bundle,Sub laitu la
Share Bundle (Serves 2),Sub muf angl
Shred Parmesan,Sub parmesan
Shredded Carrots,Sub sce BMac
Shredded Cheese,Sub sceRanch
Shredded Lettuce,Sub tr from
Side Item,Subs coul ch
Side Salads & Snack Wraps,Subs poul cr
Signature Danish,Subs sir car
Signature Danishes,Subs sir van
Silver Holiday Tumblr,Subs tartare
Simply Apple Juice,Subst bacon
Simply Lemonade Raspberry,Subst bacon dos
Simply Orange Juice,Subst coulis choc
Skor  Pieces,Subst crème
SKOR  Pieces,Subst from MJack
Skor McFlurry,Subst laitue feu
Skor Pieces,Subst laitue lan
SKOR Pieces,Subst McCrêpes
Slushies,Subst muffin ang
Small,Subst oeuf brouillé
Small Apple Juice,Subst oeuf crevé
Small Cappuccino (Almond Milk),Subst oeuf miroir
Small Chocolate Shake,Subst oeuf rond
Small Clear Cup,Subst oig lam
Small Cup,Subst oig recons
Small Cup FS,Subst p pain Qrt
Small Decaf Coffee,Subst parmesan
Small Earl Grey,Subst pâté Quart
Small French Fries,Subst poulet crou
Small French Vanilla Latte (2% milk),Subst sauce BigM
Small French Vanilla Latte (Almond milk),Subst sauce MacP
Small Fries,Subst sauce Ran
Small Hot Chocolate,Subst sauce tart
Small Hot Chocolate (2% Milk),Subst sauce thaïe
Small Orange Juice,Subst sirop car
Small Orange Pekoe Tea,Subst sirop van
Small Order Fee,Subst tranche fr
Small Peppermint Tea,Substituer saucisse
Small Premium Roast Coffee,Substituer Wrap de laitue
Small Senior's Coffee,Sucre
Small Senior's Decaf Coffee,sucre caramélisé
Small Senior's Earl Grey Tea,Sucre liquide
Small Senior's Green Tea,Supp McCafé
Small Senior's Orange Pekoe Tea,Tartinades
Small Senior's Peppermint Tea,Tass thé vert client aîné
Small Soft Drinks,Tasse
Small Strawberry Shake,Tasse à café déca client
Small Vanilla Shake,Tasse à café infusé client
Smarties McFlurry,Tasse à thé menthe client
Smarties Pieces,Tasse à thé vert client
Smartwater,Tasse bon homme de neige fêtes
Sml Americano,Tasse Earl Grey client
Sml Apple Juice,Tasse Earl Grey client aîné
Sml Barq's Root Beer,Tasse McCafé
Sml Bergamia Grey Tea,Tasse menthe client aîné
Sml Blue Raspberry Sprite With Cold Foam,Tasse Orange Pekoe client
Sml Blueberry Pomegranate Real Fruit Smoothie,Tasse Pekoe client aîné
Sml Blueberry Pomegranate Smoothie,Tasse thé bergamia gris client
Sml Cappuccino (2% Milk),Thé bergamia gris
Sml Cappuccino (Almond Milk),Thé chai éclat
Sml Caramel Cream Cold Brew,Thé Earl Grey
Sml Caramel Iced Coffee,Thé earl grey aînés
Sml Caramel Latte (2% Milk),Thé glacé au au légèrement citron sucre Gold Peak
Sml Caramel Latte (Almond milk),Thé glacé au citron Gold Peak
Sml Caramel Latte (Almond Milk),Thé glacé au légèrement citron sucre Gold Peak
Sml Chai Cardamom Tea Latte (2% Milk),Thé glacé brassé
Sml Chai Cardamom Tea Latte (Almond Milk),Thé glacé Fuze
Sml Chai Glow Tea,Thé glacé FUZE
Sml Chocolate Hazelnut Iced Latte (2% Milk),Thé glacé NESTEA
Sml Chocolate Hazelnut Latte (2% Milk),Thé menthe poivrée aînés
Sml Chocolate Triple Thick Milkshake,Thé orange pekoe
Sml Coca-Cola,Thé Orange Pekoe
Sml Coffee,Thé orange pekoe aînés
Sml Coffee Frappé,Thé Remplir Nouveau
Sml Coffee Frappé w/ Whipped Cream & Choc Drizzle,Thé rugissement noir
Sml Coffee Refill,Thé vert
Sml Coke,Thé vert à la citronnelle
Sml Coke Zero,Thé vert aînés
Sml Cold Brew,Tomate
Sml Cold Brew with Sugar-Free Syrup & Cream,Tomate et Mozza ***
Sml Decaf Coffee,Tomates raisins
Sml Decaf Coffee Refill,Tortilla
Sml Diet Coke,Tout le bacon et le guacamole bagel
Sml Earl Grey Tea,TR 1 Hamb 1 Hamb from
Sml French Vanilla Cream Cold Brew,TR asiago et bacon poulet ***
Sml French Vanilla Latte (2% Milk),TR Bag Bac Œ Goud
Sml French Vanilla Latte (Almond Milk),TR Bag Bac Œuf et Gou ***
Sml Fries,TR Bagel Oeuf BLT
Sml Fruitopia Orange,TR Bgl grain tart ***
sml Fruitopia Strawberry,TR Bgl grains tart ***
Sml Fruitopia Strawberry,TR Bgl nat tart ***
Sml Fuze Iced Tea,TR Bgl p-goût tart ***
Sml Green Tea,TR Bgl pl-goût tart ***
Sml Hot Chocolate (Almond Milk),TR Bgl sés tart ***
Sml Iced Coffee,TR Bgl sésa tart ***
Sml Iced Coffee with sugar free syrup,TR Érable et cheddar poulet **
Sml Iced Latte (2% Milk),TR Érable et cheddar poulet ***
Sml Iced Latte (Almond Milk),Tr McCroustillant luxe bac sce orig Frank's RedHot
Sml Iced Matcha Tea Latte (2% Milk),TR McValeur Wrap-éclair poulet croust sauce Buffalo
Sml Iced Matcha Tea Latte (Almond Milk),TR McValeur Wrap-éclair poulet croust sauce Ranch
Sml Iced Mocha (2% Milk),TR McValeur Wrap-éclair poulet grillé sauce Buffalo
Sml Iced Mocha (Almond Milk),TR McValeur Wrap-éclair poulet grillé sauce Ranch
Sml Latte (2% Milk),TR tom et herbe poulet ***
Sml Latte (Almond milk),Trad Softserve
Sml Latte (Almond Milk),Tranches de pomme
Sml Latte with sugar free syrup (2% Milk),Trés grand
Sml Latte with sugar free syrup (Almond Milk),Très grand
Sml Lemon Fruit Splash,Très grand café infusé
Sml Lemongrass Green Tea,Très grand café infusé aînés
Sml London Fog Tea Latte (2% Milk),Très grand café infusé décaféiné
Sml London Fog Tea Latte (Almond Milk),Très grand café infusé décaféiné aînés
Sml Mango Pineapple Real Fruit Smoothie,Très grand café infusé décaféiné Remplir nouveau
Sml Mango Pineapple Smoothie,Très grand café infusé Remplir nouveau
Sml Matcha Tea Latte (2% Milk),Trés grand menthe poivrée
Sml Matcha Tea Latte (Almond Milk),Très grand thé à la menthe poivrée
Sml McCafé Mocha (2% Milk),Très grand thé à la menthe poivrée aînés
Sml Mocha (2% Milk),Trés grand thé bergamia gris
Sml Mocha (Almond Milk),Trés grand thé chai éclat
Sml Mocha(2% Milk),Trés grand thé Earl Grey
Sml Nite Sprite,Trés grand thé earl grey aînés
Sml Oat Iced Coffee,Trés grand thé menthe poivrée aînés
Sml Orange Dreamsicle Sprite With Cold Foam,Trés grand thé Orange Pekoe
Sml Orange Juice,Très grand thé orange pekoe
Sml Orange Pekoe Tea,Trés grand thé orange pekoe aînés
Sml Peppermint Tea,Très grand thé orange pekoe aînés
Sml Premium Roast Coffee,Trés grand thé rugissement noir
Sml Premium Roast Decaf Coffee,Trés grand thé vert
Sml Pumpkin Spice Latte (2% Milk),Tres grand thé vert à la citronnelle
Sml Roaring Black Tea,Trés grand thé vert aînés
Sml Senior Orange Pekoe Tea,Trio
Sml Senior Peppermint Tea,Trio 10 McCroquettes
Sml Shamrock Shake,Trio 2 Burritos-matin
Sml Sprite,Trio 2 Hamburgers
Sml Strawberries & Cream Coke With Cold Foam,Trio 2 hamburgers avec fromage
Sml Strawberry Banana Smoothie,Trio 20 McCroquettes
Sml Strawberry Triple Thick Milkshake,Trio 6 McCroquettes
Sml Sweetened Cold Brew with Cream,"Trio avec frites, format moyen"
Sml Sweetened Cold Brew with Oat Beverage,Trio bacon McCrêpes avec œuf
Sml VanChai Frappé w/ Whipped Cream & Choc Drizzle,Trio bacon McMuffin avec œuf
Sml Vanilla Chai Frappé,Trio Bacon McMuffin œuf et sauce ail style Frank
Sml Vanilla Iced Coffee,Trio Bagel au bacon et guacamole
Sml Vanilla Triple Thick Milkshake,Trio Bagel BLT Tout
Sml Watermelon Lime Fruit Splash,Trio Bagel multigrains avec bacon et œuf style béné
Smoky BBQ Sauce,Trio Bagel nature avec bacon et œuf style béné
Smoothie,Trio Bagel nature avec oeuf et bacon
Smoothies & Frappes,Trio Bagel nature avec oeuf et saucisse
Smoothies & Frappés,Trio Bagel nature BLT
Snack,Trio Bagel nature BLT avec oeuf
Snack Cadbury Crème Egg McFlurry,Trio Bagel nature oeuf et bacon
Snack Caramel Cheesecake McFlurry,Trio Bagel plein-goût avec bacon et œuf style béné
Snack Chocolate Cheesecake McFlurry,Trio Bagel plein-goût bacon et oeuf
Snack McFlurry,Trio Bagel plein-goût BLT avec oeuf
Snack Oreo Cheesecake McFlurry,Trio Bagel plein-goût saucisse et oeuf
Snack Oreo McFlurry,Trio Bagel sésa avec oeuf et bacon
Snack Salted Caramel McFlurry,Trio Bagel sésa avec oeuf et saucisse
Snack Size,Trio Bagel sésa BLT avec oeuf
Snack Size Chocolate Milkshake,Trio Bagel sésa oeuf et bacon
Snack Size Shamrock Shake,Trio Bagel sésame avec bacon et œuf style béné
Snack Size Strawberry Milkshake,Trio Bagel sésame BLT
Snack Size Vanilla Milkshake,Trio Big Mac
Snack Skor McFlurry,Trio Big Mac (sans viande)
Snack Smarties McFlurry,Trio Crêpe et saucisse
Snack Wrap ***,Trio Crêpes
Snack Wrap Patty,Trio Crêpes et bacon
Snack Wrap Sauce,Trio Crêpes et saucisse
Snack Wrap with Crispy Chicken,Trio dbl quart BLT
Snack Wrap with Grilled Chicken,Trio de melons
Snack Wraps,Trio Double Big Mac
Snack’n Go,Trio Double extra fromagé
Snacks & Sides,Trio Double filet de poisson
Snowflake Holiday Mug,Trio Double Hamburger
Soft Drinks,Trio Double hamburger avec fromage
Sour Cream & Chive Sauce,Trio Double Hamburger avec fromage et bacon
SPC Card,Trio Double Quart Fromage
Spicy Bac Deluxe Grill Chicken,Trio Double Quart Hamburger (sans fromage)
Spicy Bacon Deluxe Grilled Chicken Extra Value Meal,Trio Double Quart livre (sans fromage)
Spicy Bacon Deluxe Grilled Chicken Sandwich,Trio Filet de poisson
Spicy Bacon Deluxe McCrispy,Trio Hamburger avec fromage de luxe
Spicy Bacon Deluxe McCrispy Extra Value Meal,Trio Hamburger Joueur étoile
Spicy Buffalo Chicken Snack Wrap with Crispy Chicken,Trio junior au poulet
Spicy Buffalo Chicken Snack Wrap with Grilled Chicken,Trio Junior au poulet chili doux
Spicy Buffalo Chicken Snack Wrap® with Crispy Chicken,Trio MacPoulet
Spicy Buffalo Chicken Snack Wrap® with Grilled Chicken,Trio MacPoulet épicé avec habanero
Spicy Buffalo Crispy Poutine,Trio McCrêpes  avec œuf et fromage
Spicy Buffalo Grilled Poutine,Trio McCrêpes avec œuf et fromage
Spicy Buffalo Snack Wrap w/ Crispy Chicken McValue Meal,Trio McCrêpes Suprême
Spicy Buffalo Snack Wrap w/ Grilled Chicken McValue Meal,Trio McCroustillant
Spicy Egg & Hash Brown Breakfast Wrap,Trio McCroustillant avec sauce orig Frank's RedHot
Spicy Egg & Hash Brown Breakfast Wrap Extra Value Meal,Trio McCroustillant de luxe avec bacon
Spicy Egg & Hash Brown Wrap,Trio McCroustillant de luxe avec bacon épicé
Spicy Grilled Chicken,Trio McCroustillant épicé
Spicy Grilled Chicken Sandwich,Trio McDouble
Spicy Grilled Chicken Sandwich Extra Value Meal,Trio McMuffin avec œuf et fromage
Spicy Habanero McChicken,Trio McMuffin BLT avec oeuf
Spicy Habanero McChicken Extra Value Meal,Trio McMuffin Suprême
Spicy Habanero Sauce,Trio McValeur
Spicy McCrispy,Trio McValeur bagel nature avec fromage à la crème
Spicy McCrispy Extra Value Meal,Trio McValeur bagel plein-goût fromage à la crème
Spicy McVeggie,Trio McValeur bagel sésame avec fromage à la crème
Spicy McVeggie - NHL Star Sticks Meal,Trio McValeur Burrito-matin
Spicy McVeggie Deluxe,Trio McValeur Hamburger De Luxe
Spicy McVeggie Deluxe Extra Value Meal,Trio McValeur Junior au poulet
Spicy McVeggie Extra Value Meal,Trio McValeur McDouble
Spicy Poutine ***,Trio McValeur Saucisse McCrêpes
"Spinach Salad(carrots,sunflowe",Trio McValeur Saucisse McMuffin
"Spinach Salad(carrots,sunflower seeds,cranberries)",Trio McValeur Wrap-éclair poulet croust sauce Buffalo épicée
Splenda,Trio McValeur Wrap-éclair poulet croust sauce Ranch
Splenda Packet,Trio McValeur Wrap-éclair poulet grillé sauce Buffalo épicée
Spoons,Trio McValeur Wrap-éclair poulet grillé sauce Ranch
Spread On,Trio McVégé
Spread Type,Trio McVégé avec sauce originale Frank’s RedHot
Sprite,Trio McVégé de luxe
Sprite Bottle,Trio McVégé épicé
Sprite Syrup,Trio McVégé épicé de luxe
Sprite Syrup BB CS,Trio McWrap bacon poulet grillé
Sprite Syrup CS,Trio McWrap cajun poulet grillé
Sr Barq's Root Beer,Trio McWrap césar poulet grillé
Sr Coca Cola,Trio McWrap Chili doux
Sr Coke Zero,Trio McWrap Chili doux avec poulet croustillant
Sr Diet Coke,Trio McWrap Chili doux avec poulet grillé
Sr Fruitopia Orange,Trio McWrap chipotle crémeuse
Sr Fruitopia Strawberry Passion Awareness,Trio McWrap Lime vivifiante
Sr Sprite,Trio McWrap poulet croustillant et sauce chipotle crémeuse
Ssm Bgl w/Sprd VM ***,Trio McWrap Poulet et bacon
Stainless Holiday Cup,Trio McWrap Poulet et bacon avec poulet croustillant
Stamp Mug,Trio McWrap Poulet et bacon avec poulet grillé
Star Sticks - Add to order,Trio McWrap poulet grillé et sauce chipotle crémeuse
Stir Sticks,Trio McWrap sauce Ranch à l’avocat
Straw,Trio McWrap sauce ranch cajun
Strawberries & Cream Coke With Cold Foam,Trio œuf McMuffin
Strawberry Banana Smoothie,Trio œuf McMuffin BLT
Strawberry Jam,Trio Œuf McMuffin sauce à l’ail style Frank’s
Strawberry Passionfruit Syrup,Trio poulet grillé bac/sce orig Frank's RedHot
Strawberry Triple Thick Milkshake,Trio poulet grillé sauce originale Frank's RedHot
Straws,Trio Poulet McCrêpes
Striped Mug,Trio Poulet McCroquettes
Stripes Tumbler,Trio Poulet McCroquettes (pour 2 personnes)
Sub Broke Egg,Trio Poulet McMuffin
Sub Can Bac,Trio Poulet McMuffin sauce à l’ail style Frank’s
SUB Can Bacon,Trio quart BLT
Sub Cara syp,"Trio Quart de livre - frites, moyen"
SUB Caramel Syrup,Trio Quart de livre BLT
SUB Cheese Slice,Trio Quart fromage
Sub Choc Drzl,Trio Quart hamburger (sans fromage)
SUB Chocolate Drizzle,Trio Quart livre (sans fromage)
Sub Chs Slce,"Trio Quarter fromage  - frites, moyen"
Sub Cr Ckn,"Trio Quarter Fromage  - frites, moyen"
Sub Cream,Trio rôties blanc et 2 œufs frits
SUB Crispy Chicken,"Trio rôties blanc, bacon, et 2 œufs frits"
Sub Eng Mfn,"Trio rôties blé entier, bacon, et 2 œufs frits"
SUB Eng Muffin,Trio sandwich au poulet grillé
Sub Fried Egg,Trio sandwich au poulet grillé de luxe avec bacon
SUB Fried Egg,Trio sandwich épicé au poulet grillé
Sub Griddle,Trio sandwich épicé poulet grillé de luxe avec bacon
SUB Griddle,Trio Saucisse McCrêpes
SUB Leaf Let,Trio Saucisse McCrêpes avec œuf
Sub Lettuce,Trio Saucisse McMuffin
Sub LTO Sauce 1,Trio saucisse McMuffin avec œuf
Sub LTO Sauce 2,Trio Saucisse McMuffin œuf sauce ail style Frank’s
SUB LTO Sce 1,Trio Tout le bacon et le guacamole bagel
SUB LTO Sce 2,Trio Wrap-déjeuner avec poulet
Sub Mac Sauc,"Trio Wrap-déjeuner avec saucisse, bacon et œuf"
SUB Mac Sauce,Trio Wrap-déjeuner épicé œuf et patates hachées brunes
SUB Mont Jack Chs,TRIO Wrap-éclair poulet sauce Buffalo
Sub MontJak,TRIO Wrap-éclair poulet sauce Ranch
SUB Onion Rec,Tripl triple
SUB Onion Red,Triple triple
SUB Onion Slv,Type de lait
Sub Parm,Verre
SUB Parmesan Chs,Verre ch retournable
Sub Qtr Bun,Verre client
SUB Qtr Bun,Verre fr retournable
Sub Qtr Meat,Verre réutilisable (chaud)
SUB Qtr Meat,Verre réutilisable (froid)
Sub Ranch,Vert mélangé
SUB Ranch Sauce,Vinaigette miel et mourtarde d
Sub Recon On,Vinaigette miel et mourtarde de Dijon
Sub Red On,Vinaigre
Sub Regular Bun,Vinaigrette
Sub Rnd Egg,Vinaigrettes
